wavenumber,abs,,
10612.34621,1.01973,61.52648,58.82911269
10612.31421,0.99963,62.00888,59.05928801
10612.27921,1.00179,61.95704,59.03459579
10612.24521,1.01452,61.65152,58.88886143
10612.20821,0.99777,62.05352,59.08054248
10612.16421,1.00329,61.92104,59.01744234
10612.12421,1.01663,61.60088,58.86467107
10612.08621,0.97265,62.6564,59.36684681
10612.05221,1.00932,61.77632,58.94843509
10612.02021,0.98886,62.26736,59.18225241
10611.97921,0.98988,62.24288,59.17061771
10611.92721,0.98987,62.24312,59.17073179
10611.89821,1.01021,61.75496,58.9382431
10611.82621,0.99375,62.15,59.12645347
10611.79521,0.99798,62.04848,59.07814317
10611.75121,1.01569,61.62344,58.87544904
10611.71221,1.00129,61.96904,59.0403125
10611.68421,0.99664,62.08064,59.09345141
10611.67621,1.02503,61.39928,58.7682695
10611.64121,0.9861,62.3336,59.21372307
10611.60721,0.98372,62.39072,59.24084739
10611.56921,0.99992,62.00192,59.05597345
10611.52821,1.00121,61.97096,59.04122712
10611.49021,1.01499,61.64024,58.88347391
10611.45521,1.00818,61.80368,58.96148743
10611.41921,0.97806,62.52656,59.3053033
10611.38621,1.00494,61.88144,58.99856778
10611.34921,1.0066,61.8416,58.97957273
10611.30921,1.01767,61.57592,58.8527442
10611.27121,0.99873,62.03048,59.06957339
10611.23021,1.00273,61.93448,59.02384688
10611.19421,0.98237,62.42312,59.25622752
10611.16521,0.99953,62.01128,59.06043092
10611.14321,0.99882,62.02832,59.06854493
10611.12921,1.01002,61.75952,58.94041907
10611.07021,0.97244,62.66144,59.36923446
10610.94021,0.98805,62.2868,59.1914901
10610.90521,1.00373,61.91048,59.01240971
10610.86121,0.9783,62.5208,59.30257161
10610.84821,0.99375,62.15,59.12645347
10610.81721,1.00712,61.82912,58.97362122
10610.78121,0.9943,62.1368,59.12017422
10610.74721,1.01067,61.74392,58.93297464
10610.74321,0.98446,62.37296,59.23241511
10610.71521,1.00539,61.87064,58.99341912
10610.68121,1.00668,61.83968,58.97865716
10610.64521,0.97848,62.51648,59.30052276
10610.60221,1.00739,61.82264,58.97053078
10610.56421,0.97782,62.53232,59.30803487
10610.53021,0.99309,62.16584,59.13398769
10610.49221,1.01974,61.52624,58.82899795
10610.45821,1.00616,61.85216,58.98460816
10610.41921,0.99786,62.05136,59.07951422
10610.38521,0.98251,62.41976,59.25463273
10610.35221,0.97868,62.51168,59.29824618
10610.31221,1.01183,61.71608,58.91968686
10610.28021,1.00446,61.89296,59.00405918
10610.24221,0.99058,62.22608,59.16263179
10610.20921,0.97182,62.67632,59.37628314
10610.07721,1.01636,61.60736,58.86776707
10610.04321,0.99857,62.03432,59.07140171
10610.02421,1.00204,61.95104,59.03173723
10610.00921,0.99524,62.11424,59.10944087
10609.97621,1.0075,61.82,58.96927166
10609.93021,0.99291,62.17016,59.13604231
10609.90121,0.97781,62.53256,59.30814868
10609.88921,0.99438,62.13488,59.11926082
10609.85421,0.97966,62.48816,59.28708966
10609.82021,0.99334,62.15984,59.13113393
10609.78721,0.99484,62.12384,59.11400849
10609.74921,0.99911,62.02136,59.06523089
10609.70621,0.99724,62.06624,59.08659747
10609.67021,1.00127,61.96952,59.04054116
10609.63521,0.99807,62.04632,59.07711486
10609.60221,0.9708,62.7008,59.38787755
10609.56821,1.00272,61.93472,59.02396124
10609.53121,1.00163,61.96088,59.0364252
10609.49721,1.00563,61.86488,58.99067299
10609.45921,1.01895,61.5452,58.83806166
10609.42121,0.99853,62.03528,59.07185878
10609.38321,0.98254,62.41904,59.25429098
10609.35021,0.98999,62.24024,59.16936285
10609.32121,1.02488,61.40288,58.76999234
10609.23021,0.99607,62.09432,59.09996193
10609.18921,1.00742,61.82192,58.97018738
10609.15321,1.00919,61.77944,58.94992366
10609.11621,1.00056,61.98656,59.0486579
10609.11221,0.98669,62.31944,59.20699705
10609.07921,0.99571,62.10296,59.10407346
10609.04121,1.01196,61.71296,58.91819753
10608.99621,0.98904,62.26304,59.18019939
10608.96221,0.98969,62.24744,59.17278513
10608.92821,1.00374,61.91024,59.01229533
10608.89621,1.00174,61.95824,59.03516749
10608.86421,0.9886,62.2736,59.18521775
10608.83021,0.99918,62.01968,59.06443092
10608.79221,0.99429,62.13704,59.1202884
10608.75821,0.98545,62.3492,59.22113221
10608.72121,1.01347,61.67672,58.90089558
10608.68621,0.97057,62.70632,59.39049166
10608.64221,0.97899,62.50424,59.2947173
10608.60721,0.98165,62.4404,59.26442862
10608.58121,0.99552,62.10752,59.10624333
10608.56921,0.99801,62.04776,59.0778004
10608.38221,1.00363,61.91288,59.01355353
10608.38221,0.98954,62.25104,59.1744962
10608.34421,0.99991,62.00216,59.05608775
10608.34321,1.01221,61.70696,58.91533332
10608.29921,0.9863,62.3288,59.21144315
10608.26121,0.99595,62.0972,59.10133247
10608.25021,1.0056,61.8656,58.99101627
10608.22621,0.99584,62.09984,59.10258878
10608.19321,0.98205,62.4308,59.2598726
10608.15921,0.99015,62.2364,59.16753755
10608.12321,0.99676,62.07776,59.09208069
10608.08721,0.97506,62.59856,59.33943882
10608.04621,1.00699,61.83224,58.97510916
10608.00721,1.00607,61.85432,58.98563808
10607.97121,1.01338,61.67888,58.90192696
10607.93721,0.99805,62.0468,59.07734337
10607.90321,0.98334,62.39984,59.24517702
10607.86821,1.00881,61.78856,58.95427465
10607.82721,0.98387,62.38712,59.23913824
10607.78721,0.98753,62.29928,59.19741971
10607.75321,0.97314,62.64464,59.36127526
10607.71521,0.99713,62.06888,59.08785408
10607.67721,1.00134,61.96784,59.03974085
10607.56621,1.02148,61.48448,58.80902992
10607.52521,1.01086,61.73936,58.9307984
10607.52221,0.98708,62.31008,59.20255062
10607.48821,0.99111,62.21336,59.15658459
10607.45321,1.0084,61.7984,58.95896878
10607.42021,0.98341,62.39816,59.24437948
10607.38021,0.96952,62.73152,59.40242419
10607.33721,1.00234,61.94384,59.02830677
10607.33721,1.00732,61.82432,58.97133202
10607.30121,1.00703,61.83128,58.97465133
10607.26621,0.97265,62.6564,59.36684681
10607.23321,0.98146,62.44496,59.26659261
10607.20121,0.9821,62.4296,59.25930307
10607.16521,1.0004,61.9904,59.05048687
10607.12221,0.99703,62.07128,59.08899644
10607.08421,0.97872,62.51072,59.29779085
10607.04921,0.9727,62.6552,59.36627831
10607.01621,1.01651,61.60376,58.86604709
10606.97921,1.01118,61.73168,58.92713297
10606.94321,0.98299,62.40824,59.24916455
10606.90421,0.96951,62.73176,59.40253782
10606.86421,0.99832,62.04032,59.07425835
10606.83221,0.99051,62.22776,59.16343043
10606.77821,0.98392,62.38592,59.23856852
10606.66721,1.00372,61.91072,59.01252409
10606.63121,0.99887,62.02712,59.06797356
10606.61721,1.0045,61.892,59.00360158
10606.59721,1.00565,61.8644,58.99044414
10606.56321,0.96714,62.78864,59.42946239
10606.52921,1.00137,61.96712,59.03939786
10606.49521,0.99862,62.03312,59.07083036
10606.48521,0.96837,62.75912,59.4154904
10606.45221,0.96884,62.74784,59.41015065
10606.40821,0.99111,62.21336,59.15658459
10606.37421,0.97387,62.62712,59.35297381
10606.34021,0.98051,62.46776,59.27741138
10606.30721,0.97632,62.56832,59.3251043
10606.27421,0.99021,62.23496,59.16685305
10606.23921,0.97965,62.4884,59.28720351
10606.19921,1.0223,61.4648,58.79961735
10606.16021,0.99279,62.17304,59.13741202
10606.12221,0.9944,62.1344,59.11903247
10606.09321,0.99913,62.02088,59.06500233
10606.05921,0.96457,62.85032,59.45864529
10606.02321,0.9618,62.9168,59.49008321
10605.99121,1.01251,61.69976,58.91189608
10605.82721,0.99879,62.02904,59.06888775
10605.80521,0.98806,62.28656,59.19137606
10605.79321,0.98187,62.43512,59.26192285
10605.76921,0.97725,62.546,59.31452183
10605.74521,0.9723,62.6648,59.37082617
10605.71021,0.99762,62.05712,59.08225622
10605.67521,0.97771,62.53496,59.30928679
10605.64221,1.00226,61.94576,59.02922158
10605.64021,0.98182,62.43632,59.26249235
10605.60621,1.01078,61.74128,58.93171472
10605.57421,0.97906,62.50256,59.29392043
10605.53821,0.99578,62.10128,59.10327402
10605.49121,0.97186,62.67536,59.37582842
10605.45421,0.99015,62.2364,59.16753755
10605.41921,0.98356,62.39456,59.24267043
10605.38321,0.97826,62.52176,59.3030269
10605.34821,0.96088,62.93888,59.50052101
10605.30921,0.97979,62.48504,59.28560955
10605.27021,0.9653,62.8328,59.45035744
10605.22821,0.98434,62.37584,59.23378259
10605.19621,0.97571,62.58296,59.33204446
10605.16621,0.9943,62.1368,59.12017422
10605.13121,0.97547,62.58872,59.3347748
10605.02921,0.97,62.72,59.39696962
10604.97121,0.96837,62.75912,59.4154904
10604.96921,0.96079,62.94104,59.501542
10604.93621,0.97268,62.65568,59.36650571
10604.90221,0.96104,62.93504,59.49870587
10604.86121,0.97873,62.51048,59.29767702
10604.81921,0.98811,62.28536,59.19080587
10604.78421,0.96042,62.94992,59.50573922
10604.78221,0.97419,62.61944,59.34933445
10604.74821,0.96669,62.79944,59.43457327
10604.71421,0.97638,62.56688,59.32442162
10604.68021,0.96134,62.92784,59.49530234
10604.64621,0.98155,62.4428,59.26556758
10604.60621,0.96962,62.72912,59.40128786
10604.56421,0.96458,62.85008,59.45853177
10604.53021,0.94997,63.20072,59.62416037
10604.49521,0.96399,62.86424,59.46522934
10604.46121,0.95395,63.1052,59.5790861
10604.42821,0.95825,63.002,59.5303494
10604.41221,0.92483,63.80408,59.90809211
10604.39021,0.95873,62.99048,59.52490655
10604.35021,0.94509,63.31784,59.67938086
10604.30221,0.94036,63.43136,59.73285528
10604.16321,0.92454,63.81104,59.91135952
10604.12821,0.93555,63.5468,59.78718508
10604.12221,0.92161,63.88136,59.9443617
10604.08421,0.92721,63.74696,59.88127003
10604.05221,0.93531,63.55256,59.78989463
10604.01421,0.9278,63.7328,59.874619
10603.98821,0.93494,63.56144,59.79407161
10603.98121,0.92917,63.69992,59.85917223
10603.94521,0.92202,63.87152,59.93974474
10603.90621,0.91193,64.11368,60.05326386
10603.86521,0.88939,64.65464,60.30608178
10603.82221,0.89581,64.50056,60.2341805
10603.78721,0.88568,64.74368,60.34759316
10603.75021,0.9016,64.3616,60.16926126
10603.71221,0.87177,65.07752,60.50297927
10603.68321,0.85949,65.37224,60.63982602
10603.64521,0.88006,64.87856,60.41042129
10603.60621,0.89526,64.51376,60.24034362
10603.57221,0.87837,64.91912,60.42930167
10603.53621,0.88442,64.77392,60.36168487
10603.50621,0.84239,65.78264,60.82987342
10603.47621,0.84324,65.76224,60.82044064
10603.44821,0.8385,65.876,60.87302358
10603.31221,0.84543,65.70968,60.79613063
10603.27821,0.83868,65.87168,60.87102759
10603.25221,0.85092,65.57792,60.73514633
10603.24321,0.82895,66.1052,60.97882829
10603.20521,0.845,65.72,60.8009046
10603.15821,0.83245,66.0212,60.94007302
10603.12321,0.8246,66.2096,61.02696125
10603.12021,0.87126,65.08976,60.5086688
10603.08821,0.8585,65.396,60.65084501
10603.05421,0.83692,65.91392,60.89054114
10603.02221,0.83583,65.94008,60.9026231
10602.98521,0.8386,65.8736,60.87191471
10602.94621,0.84865,65.6324,60.76036949
10602.90621,0.84742,65.66192,60.77403228
10602.86821,0.83326,66.00176,60.93110043
10602.83321,0.82087,66.29912,61.06820367
10602.79621,0.86329,65.28104,60.59751233
10602.76521,0.85889,65.38664,60.64650443
10602.72621,0.86179,65.31704,60.61421863
10602.69021,0.84005,65.8388,60.85583374
10602.65221,0.84081,65.82056,60.8474034
10602.60621,0.87955,64.8908,60.41611954
10602.58221,0.8667,65.1992,60.55951618
10602.46421,0.90571,64.26296,60.12313615
10602.42221,0.87398,65.02448,60.47831843
10602.38721,0.88574,64.74224,60.34692204
10602.35121,0.89454,64.53104,60.24841077
10602.33821,0.90597,64.25672,60.12021707
10602.33021,0.92624,63.77024,59.89220317
10602.31021,0.88012,64.87712,60.40975087
10602.26521,0.9075,64.22,60.10303653
10602.23021,0.92682,63.75632,59.88566606
10602.20121,0.90203,64.35128,60.16443717
10602.16221,0.90305,64.3268,60.15299244
10602.13021,0.91825,63.962,59.98218486
10602.09721,0.89902,64.42352,60.19819765
10602.06321,0.89088,64.61888,60.28940205
10602.03121,0.92772,63.73472,59.87552087
10601.99021,0.92727,63.74552,59.88059368
10601.95321,0.9132,64.0832,60.03898733
10601.91521,0.93604,63.53504,59.7816527
10601.88021,0.94022,63.43472,59.7344373
10601.84421,0.94918,63.21968,59.63310322
10601.80621,0.95291,63.13016,59.59086759
10601.77021,0.94055,63.4268,59.73070818
10601.71921,0.96507,62.83832,59.45296881
10601.61921,0.96148,62.92448,59.49371395
10601.57921,0.93264,63.61664,59.82003009
10601.55621,0.95463,63.08888,59.57138155
10601.53421,0.96312,62.88512,59.47510404
10601.49821,0.96639,62.80664,59.43798028
10601.46521,0.97194,62.67344,59.37491895
10601.43821,0.94498,63.32048,59.680625
10601.43121,0.99176,62.19776,59.14916737
10601.39821,0.96688,62.79488,59.4324154
10601.36421,0.96192,62.91392,59.48872162
10601.32921,0.96775,62.774,59.4225336
10601.28521,0.97754,62.53904,59.31122154
10601.24621,0.97341,62.63816,59.35820499
10601.21221,0.99958,62.01008,59.05985946
10601.17721,0.97575,62.582,59.33158939
10601.14421,0.96778,62.77328,59.42219282
10601.11021,0.98404,62.38304,59.23720115
10601.07321,0.96479,62.84504,59.45614771
10601.03521,0.96659,62.80184,59.43570896
10600.99821,0.94505,63.3188,59.67983328
10600.96121,0.96254,62.89904,59.48168626
10600.92021,0.99722,62.06672,59.08682594
10600.84321,0.95382,63.10832,59.58055891
10600.76421,0.99232,62.18432,59.1427764
10600.73221,0.9804,62.4704,59.27866395
10600.73121,1.00098,61.97648,59.04385658
10600.69721,0.97692,62.55392,59.31827712
10600.66321,0.99304,62.16704,59.13455842
10600.62721,0.98574,62.34224,59.21782671
10600.60521,0.97185,62.6756,59.3759421
10600.58021,1.00722,61.82672,58.97247663
10600.54821,1.00128,61.96928,59.04042683
10600.51021,0.98214,62.42864,59.25884744
10600.47721,0.98782,62.29232,59.19411288
10600.44321,0.96368,62.87168,59.4687481
10600.40921,0.98947,62.25272,59.17529468
10600.37521,0.96165,62.9204,59.49178515
10600.34021,0.98473,62.36648,59.22933817
10600.29821,0.99006,62.23856,59.16856429
10600.26321,0.99982,62.00432,59.05711642
10600.22821,0.97275,62.654,59.3657098
10600.19221,0.98763,62.29688,59.19627944
10600.15421,0.99845,62.0372,59.07277292
10600.11421,0.98637,62.32712,59.21064516
10600.07321,0.99938,62.01488,59.06214524
10600.03121,1.00375,61.91,59.01218095
10599.92921,0.99876,62.02976,59.06923057
10599.89021,0.99137,62.20712,59.15361781
10599.85121,0.96938,62.73488,59.40401502
10599.84321,0.97082,62.70032,59.38765023
10599.80721,0.98516,62.35616,59.22443752
10599.79321,0.98697,62.31272,59.20380478
10599.77521,0.97644,62.56544,59.32373892
10599.74021,0.97287,62.65112,59.36434536
10599.70621,0.9789,62.5064,59.29574184
10599.66221,0.99036,62.23136,59.16514176
10599.62221,1.0067,61.8392,58.97842826
10599.58621,0.98699,62.31224,59.20357675
10599.55421,1.00483,61.88408,58.99982627
10599.52021,0.99833,62.04008,59.07414409
10599.48621,0.98427,62.37752,59.23458027
10599.45221,0.99607,62.09432,59.09996193
10599.41321,1.00358,61.91408,59.01412543
10599.36921,1.01302,61.68752,58.90605232
10599.33421,0.97809,62.52584,59.30496185
10599.30121,1.00707,61.83032,58.97419351
10599.26821,1.02023,61.51448,58.82337546
10599.23621,0.99086,62.21936,59.15943712
10599.20021,1.00083,61.98008,59.04557138
10599.07621,0.98806,62.28656,59.19137606
10599.04221,0.987,62.312,59.20346274
10598.99821,1.0137,61.6712,58.89825974
10598.99621,0.99598,62.09648,59.10098984
10598.95521,1.00518,61.87568,58.99582189
10598.92121,0.99528,62.11328,59.10898409
10598.90021,0.96902,62.74352,59.40810551
10598.88721,0.99715,62.0684,59.08762561
10598.85421,0.98748,62.30048,59.19798983
10598.82121,1.01596,61.61696,58.87235344
10598.78221,1.0087,61.7912,58.95553409
10598.75021,1.00516,61.87616,58.99605072
10598.71321,1.01545,61.6292,58.87820055
10598.67021,0.99798,62.04848,59.07814317
10598.63221,1.02047,61.50872,58.82062138
10598.59721,1.02175,61.478,58.80593082
10598.56121,0.98898,62.26448,59.18088374
10598.5272,0.98214,62.42864,59.25884744
10598.4882,0.98582,62.34032,59.21691481
10598.4562,1.03614,61.13264,58.64052353
10598.4182,1.00799,61.80824,58.96366254
10598.3812,0.98626,62.32976,59.21189914
10598.3502,0.981,62.456,59.27183142
10598.2262,0.98619,62.33144,59.21269712
10598.1892,0.99043,62.22968,59.16434315
10598.1862,0.98023,62.47448,59.28059969
10598.1542,0.98797,62.28872,59.19240238
10598.1182,0.99502,62.11952,59.11195311
10598.1032,0.99173,62.19848,59.14950972
10598.0842,0.99853,62.03528,59.07185878
10598.0512,1.00335,61.9196,59.0167561
10598.0082,1.01149,61.72424,58.92358187
10597.9702,0.98812,62.28512,59.19069184
10597.9312,1.00824,61.80224,58.96080054
10597.8982,0.99447,62.13272,59.11823323
10597.8632,0.99711,62.06936,59.08808255
10597.8322,1.00063,61.98488,59.04785771
10597.7982,0.98506,62.35856,59.22557724
10597.7642,0.99135,62.2076,59.15384603
10597.7212,1.00916,61.78016,58.95026717
10597.6902,0.99414,62.14064,59.12200098
10597.6532,1.0064,61.8464,58.98186162
10597.6152,0.98117,62.45192,59.26989539
10597.5722,1.00157,61.96232,59.03711121
10597.5082,1.02737,61.34312,58.7413866
10597.4412,1.00197,61.95272,59.03253764
10597.3862,0.9719,62.6744,59.37537368
10597.3502,1.00496,61.88096,58.99833896
10597.3102,0.98508,62.35808,59.2253493
10597.3002,1.02489,61.40264,58.76987749
10597.2742,1.01511,61.63736,58.8820983
10597.2682,1.00095,61.9772,59.04419955
10597.2342,0.99795,62.0492,59.07848593
10597.1982,0.99418,62.13968,59.1215443
10597.1652,1.02015,61.5164,58.82429345
10597.1302,1.01388,61.66688,58.89619682
10597.0842,0.99366,62.15216,59.12748092
10597.0512,0.99478,62.12528,59.1146936
10597.0122,0.994,62.144,59.12359935
10596.9752,0.99856,62.03456,59.07151598
10596.9392,0.99691,62.07416,59.09036724
10596.9032,0.99808,62.04608,59.0770006
10596.8712,0.99221,62.18696,59.14403182
10596.8372,0.97777,62.53352,59.30860393
10596.7982,0.99629,62.08904,59.09744918
10596.7632,0.99528,62.11328,59.10898409
10596.7312,1.00711,61.82936,58.97373568
10596.7052,0.98991,62.24216,59.17027548
10596.6792,1.00832,61.80032,58.95988467
10596.5322,1.0138,61.6688,58.89711368
10596.4962,1.00772,61.81472,58.96675334
10596.4622,1.00997,61.76072,58.94099168
10596.4242,1.00317,61.92392,59.0188148
10596.4162,0.99407,62.14232,59.12280017
10596.3772,0.98749,62.30024,59.19787581
10596.3652,1.00946,61.77296,58.94683198
10596.3422,1.02063,61.50488,58.81878526
10596.3112,0.9862,62.3312,59.21258312
10596.2772,1.01174,61.71824,58.92071792
10596.2442,1.01118,61.73168,58.92713297
10596.2102,0.98675,62.318,59.20631301
10596.1762,1.00726,61.82576,58.97201879
10596.1392,0.99332,62.16032,59.13136224
10596.0902,0.9812,62.4512,59.26955374
10596.0552,0.99276,62.17376,59.13775444
10596.0182,0.9913,62.2088,59.15441657
10595.9822,1.00641,61.84616,58.98174718
10595.9522,1.00966,61.76816,58.94454173
10595.9162,0.99851,62.03576,59.07208732
10595.8772,1.01032,61.75232,58.9369833
10595.8372,0.98262,62.41712,59.25337965
10595.7842,0.99162,62.20112,59.150765
10595.6922,0.99455,62.1308,59.1173198
10595.6502,1.00418,61.89968,59.00726226
10595.6382,1.00484,61.88384,58.99971186
10595.6122,1.01968,61.52768,58.82968638
10595.6102,1.00725,61.826,58.97213325
10595.5802,0.99638,62.08688,59.09642121
10595.5412,1.00549,61.86824,58.99227492
10595.5102,0.99542,62.10992,59.10738533
10595.4762,0.9811,62.4536,59.27069259
10595.4372,1.00421,61.89896,59.00691909
10595.4042,0.98288,62.41088,59.25041772
10595.3572,0.98305,62.4068,59.24848099
10595.3212,0.97105,62.6948,59.38503599
10595.2832,0.98453,62.37128,59.2316174
10595.2502,0.99033,62.23208,59.16548403
10595.2132,0.98319,62.40344,59.24688599
10595.1792,0.96432,62.85632,59.46148333
10595.1372,1.03356,61.19456,58.67021391
10595.0982,0.99204,62.19104,59.14597197
10595.0592,1.01123,61.73048,58.92656023
10595.0212,0.99882,62.02832,59.06854493
10594.9822,0.96942,62.73392,59.4035605
10594.9522,0.98753,62.29928,59.19741971
10594.8452,1.01467,61.64792,58.88714206
10594.8102,0.98964,62.24864,59.17335549
10594.7762,0.99164,62.20064,59.15053677
10594.7742,0.97863,62.51288,59.29881533
10594.7342,0.99265,62.1764,59.13900997
10594.7102,1.02243,61.46168,58.79812497
10594.6882,0.99587,62.09912,59.10224615
10594.6542,0.99863,62.03288,59.0707161
10594.6192,1.0001,61.9976,59.05391604
10594.5852,0.99645,62.0852,59.09562167
10594.5502,0.98096,62.45696,59.27228695
10594.5142,0.98299,62.40824,59.24916455
10594.4782,1.0099,61.7624,58.94179332
10594.4352,1.00694,61.83344,58.97568143
10594.4012,0.99477,62.12552,59.11480779
10594.3672,1.00961,61.76936,58.9451143
10594.3312,0.99919,62.01944,59.06431664
10594.2992,0.98251,62.41976,59.25463273
10594.2612,0.9849,62.3624,59.22740075
10594.2192,0.96771,62.77496,59.42298798
10594.1752,0.99521,62.11496,59.10978345
10594.1192,1.0106,61.7456,58.93377639
10594.0632,1.02287,61.45112,58.79307357
10594.0012,0.98489,62.36264,59.22751472
10593.9672,1.00489,61.88264,58.99913982
10593.9602,0.98507,62.35832,59.22546327
10593.9222,0.97991,62.48216,59.28424327
10593.8862,0.99624,62.09024,59.09802027
10593.8522,1.01239,61.70264,58.913271
10593.8182,1.01835,61.5596,58.84494456
10593.8032,1.00414,61.90064,59.00771983
10593.7762,0.99346,62.15696,59.12976408
10593.7382,1.00414,61.90064,59.00771983
10593.7002,1.01238,61.70288,58.91338558
10593.6632,0.99183,62.19608,59.14836853
10593.6282,0.99788,62.05088,59.07928571
10593.5932,1.00466,61.88816,59.00177116
10593.5602,1.00819,61.80344,58.96137295
10593.5172,1.014,61.664,58.8948215
10593.4792,1.02812,61.32512,58.73276769
10593.4462,0.9951,62.1176,59.11103958
10593.4152,1.00642,61.84592,58.98163273
10593.3812,0.96984,62.72384,59.39878787
10593.3462,1.01454,61.65104,58.88863218
10593.3092,0.99588,62.09888,59.10213194
10593.2702,0.98318,62.40368,59.24699992
10593.1842,1.02251,61.45976,58.79720657
10593.1062,0.97945,62.4932,59.28948052
10593.0892,1.0039,61.9064,59.01046517
10593.0672,0.98347,62.39672,59.24369587
10593.0312,0.99565,62.1044,59.10475869
10592.9972,0.99472,62.12672,59.11537871
10592.9642,0.97974,62.48624,59.28617883
10592.9392,1.01412,61.66112,58.89344615
10592.9302,1.01124,61.73024,58.92644568
10592.8942,1.00362,61.91312,59.01366791
10592.8602,1.00371,61.91096,59.01263848
10592.8162,1.02335,61.4396,58.78756246
10592.7792,0.99983,62.00408,59.05700213
10592.7452,0.99198,62.19248,59.14665671
10592.7112,1.00882,61.78832,58.95416016
10592.6832,1.02012,61.51712,58.8246377
10592.6442,0.98534,62.35184,59.22238597
10592.6122,1.01208,61.71008,58.91682272
10592.5792,0.97566,62.58416,59.33261329
10592.5442,0.99113,62.21288,59.15635638
10592.5112,0.97583,62.58008,59.33067925
10592.4752,0.99786,62.05136,59.07951422
10592.4382,1.00192,61.95392,59.03310935
10592.4052,1.01605,61.6148,58.87132154
10592.3732,1.01667,61.59992,58.86421239
10592.3302,1.02142,61.48592,58.80971858
10592.2982,1.0109,61.7384,58.93034023
10592.2672,0.98396,62.38496,59.23811273
10592.1312,1.00241,61.94216,59.0275063
10592.0962,1.00373,61.91048,59.01240971
10592.0962,0.99857,62.03432,59.07140171
10592.0622,1.00189,61.95464,59.03345238
10592.0322,0.98573,62.34248,59.21794069
10591.9942,0.99613,62.09288,59.09927665
10591.9802,1.00027,61.99352,59.05197287
10591.9492,0.99014,62.23664,59.16765163
10591.9142,0.99848,62.03648,59.07243012
10591.8802,1.01021,61.75496,58.9382431
10591.8452,1.01046,61.74896,58.93537987
10591.8122,0.9994,62.0144,59.06191666
10591.7772,1.0036,61.9136,59.01389667
10591.7292,1.0209,61.4984,58.81568668
10591.6922,0.99096,62.21696,59.15829612
10591.6592,0.99759,62.05784,59.08259896
10591.6202,1.00699,61.83224,58.97510916
10591.5862,0.99513,62.11688,59.110697
10591.5492,0.98421,62.37896,59.23526399
10591.5092,0.99672,62.07872,59.0925376
10591.4692,1.0164,61.6064,58.86730841
10591.4112,1.02891,61.30616,58.72368772
10591.4032,1.01799,61.56824,58.84907391
10591.2952,0.97935,62.4956,59.29061899
10591.2712,0.99323,62.16248,59.1323896
10591.2542,0.98399,62.38424,59.23777089
10591.2172,0.99732,62.06432,59.08568355
10591.1762,0.99416,62.14016,59.12177264
10591.1432,0.9909,62.2184,59.15898072
10591.1192,0.97328,62.64128,59.35968329
10591.1102,1.00191,61.95416,59.0332237
10591.0722,0.97939,62.49464,59.2901636
10591.0312,1.01145,61.7252,58.92404009
10590.9912,0.99714,62.06864,59.08773985
10590.9562,0.98039,62.47064,59.27877782
10590.9232,0.98595,62.3372,59.21543295
10590.8872,1.01422,61.65872,58.89230001
10590.8532,1.00373,61.91048,59.01240971
10590.8152,1.0004,61.9904,59.05048687
10590.7772,0.98659,62.32184,59.20813711
10590.7362,0.99036,62.23136,59.16514176
10590.6982,0.99853,62.03528,59.07185878
10590.6622,0.99094,62.21744,59.15852432
10590.6232,1.00922,61.77872,58.94958015
10590.5902,0.97849,62.51624,59.30040894
10590.5312,0.98138,62.44688,59.26750374
10590.4482,1.01177,61.71752,58.92037424
10590.4112,0.99163,62.20088,59.15065088
10590.3882,0.97859,62.51384,59.29927065
10590.3792,0.98886,62.26736,59.18225241
10590.3332,1.00881,61.78856,58.95427465
10590.2912,0.99608,62.09408,59.09984772
10590.2792,1.0087,61.7912,58.95553409
10590.2562,0.98283,62.41208,59.25098733
10590.2232,0.97764,62.53664,59.31008346
10590.1882,0.99672,62.07872,59.0925376
10590.1542,1.00689,61.83464,58.9762537
10590.1202,1.00064,61.98464,59.04774339
10590.0762,0.9689,62.7464,59.40946894
10590.0382,1.00181,61.95656,59.03436711
10590.0042,1.00894,61.78544,58.95278619
10589.9682,0.99122,62.21072,59.15532943
10589.9322,0.98494,62.36144,59.22694488
10589.8962,0.9811,62.4536,59.27069259
10589.8602,0.96611,62.81336,59.44115998
10589.8252,1.00476,61.88576,59.00062712
10589.7792,0.99148,62.20448,59.15236259
10589.7272,0.98232,62.42432,59.25679708
10589.6722,0.99534,62.11184,59.10829891
10589.6142,0.96129,62.92904,59.4958696
10589.5652,1.00375,61.91,59.01218095
10589.5552,0.98758,62.29808,59.19684958
10589.5212,1.01963,61.52888,58.83026007
10589.4892,0.99294,62.16944,59.13569988
10589.4552,1.01767,61.57592,58.8527442
10589.4182,0.99123,62.21048,59.15521532
10589.3942,1.0315,61.244,58.69390939
10589.3752,0.98346,62.39696,59.2438098
10589.3352,1.02479,61.40504,58.77102602
10589.2992,0.98418,62.37968,59.23560585
10589.2652,1.00945,61.7732,58.94694649
10589.2312,0.9955,62.108,59.10647173
10589.1952,0.98759,62.29784,59.19673555
10589.1542,0.97189,62.67464,59.37548737
10589.1202,1.01304,61.68704,58.90582314
10589.0832,0.97207,62.67032,59.37344103
10589.0502,0.99948,62.01248,59.06100236
10589.0152,0.97229,62.66504,59.37093986
10588.9792,1.0031,61.9256,59.01961538
10588.9442,1.02146,61.48496,58.80925948
10588.8962,0.98442,62.37392,59.23287094
