wavenumber,abs,,
10512.94018,0.99211,62.18936,59.14517309
10512.93518,1.02232,61.46432,58.79938775
10512.90218,0.98523,62.35448,59.22363971
10512.86718,1.00636,61.84736,58.98231938
10512.82618,1.02721,61.34696,58.74322514
10512.79218,0.99038,62.23088,59.16491359
10512.75718,1.00165,61.9604,59.03619652
10512.72218,1.00266,61.93616,59.02464739
10512.68818,1.01499,61.64024,58.88347391
10512.64918,1.00489,61.88264,58.99913982
10512.61418,1.00837,61.79912,58.95931224
10512.57418,0.9875,62.3,59.19776178
10512.53818,1.00133,61.96808,59.03985518
10512.50418,0.98279,62.41304,59.25144302
10512.46718,1.01393,61.66568,58.89562378
10512.43418,0.98175,62.438,59.26328965
10512.39818,0.98425,62.378,59.23480818
10512.36318,0.99446,62.13296,59.11834741
10512.32518,0.98453,62.37128,59.2316174
10512.29318,1.01233,61.70408,58.91395845
10512.25418,1.03806,61.08656,58.61841861
10512.21318,0.99913,62.02088,59.06500233
10512.15918,1.01381,61.66856,58.89699907
10512.11918,1.01865,61.5524,58.84150321
10512.08918,1.0159,61.6184,58.87304137
10512.08218,0.98496,62.36096,59.22671694
10512.04118,1.00209,61.94984,59.0311655
10512.00718,1.00089,61.97864,59.04488547
10511.97418,1.00437,61.89512,59.00508876
10511.93818,0.96918,62.73968,59.40628755
10511.90318,1.01986,61.52336,58.82762106
10511.86718,0.97746,62.54096,59.31213198
10511.82818,0.99223,62.18648,59.14380356
10511.79318,1.02541,61.39016,58.76390474
10511.75518,0.97135,62.6876,59.38162595
10511.72018,0.97551,62.58776,59.33431975
10511.68518,0.97135,62.6876,59.38162595
10511.65118,1.02942,61.29392,58.71782523
10511.62118,0.99948,62.01248,59.06100236
10511.58418,1.02291,61.45016,58.79261433
10511.54818,0.96854,62.75504,59.41355906
10511.50718,0.99731,62.06456,59.08579779
10511.46818,1.01434,61.65584,58.8909246
10511.43318,0.95768,63.01568,59.53681214
10511.39918,1.00298,61.92848,59.02098779
10511.33018,1.01122,61.73072,58.92667477
10511.30018,0.98482,62.36432,59.22831249
10511.26818,1.00805,61.8068,58.96297567
10511.22718,0.99066,62.22416,59.16171904
10511.22118,0.9975,62.06,59.08362717
10511.19018,1.01334,61.67984,58.90238535
10511.15518,0.98536,62.35136,59.22215802
10511.11918,0.99148,62.20448,59.15236259
10511.08718,1.01047,61.74872,58.93526533
10511.04818,1.0221,61.4696,58.80191323
10511.00818,1.00281,61.93256,59.02293198
10510.97118,0.98979,62.24504,59.17164439
10510.93618,1.01437,61.65512,58.89058074
10510.90218,0.9955,62.108,59.10647173
10510.86818,0.96793,62.76968,59.42048889
10510.83518,1.00786,61.81136,58.96515072
10510.80318,0.99153,62.20328,59.15179203
10510.76318,0.98736,62.30336,59.1993581
10510.72618,0.98272,62.41472,59.25224046
10510.68318,0.98683,62.31608,59.20540094
10510.64718,1.03197,61.23272,58.68850399
10510.61418,1.02602,61.37552,58.75689747
10510.58018,0.99147,62.20472,59.1524767
10510.54318,1.00129,61.96904,59.0403125
10510.44918,0.99939,62.01464,59.06203095
10510.44018,1.01455,61.6508,58.88851756
10510.40118,0.98508,62.35808,59.2253493
10510.36718,1.01506,61.63856,58.88267147
10510.35518,1.01275,61.694,58.90914615
10510.33018,0.99017,62.23592,59.16730939
10510.29318,1.00619,61.85144,58.98426485
10510.25318,1.02627,61.36952,58.75402539
10510.21818,1.00531,61.87256,58.99433447
10510.18318,0.99454,62.13104,59.11743398
10510.14718,0.97422,62.61872,59.34899325
10510.11318,1.02208,61.47008,58.80214282
10510.07818,1.01298,61.68848,58.90651068
10510.04818,1.01249,61.70024,58.91212524
10510.01318,0.97637,62.56712,59.3245354
10509.97718,1.01101,61.73576,58.92908026
10509.93818,1.02981,61.28456,58.71334175
10509.89718,0.98033,62.47208,59.27946103
10509.86518,0.98503,62.35928,59.22591916
10509.82618,1.00672,61.83872,58.97819936
10509.79018,0.98855,62.2748,59.18578799
10509.75318,0.96643,62.80568,59.43752603
10509.71718,0.99072,62.22272,59.16103447
10509.67818,0.98272,62.41472,59.25224046
10509.59718,1.00528,61.87328,58.99467773
10509.58218,0.99319,62.16344,59.1328462
10509.54718,0.98565,62.3444,59.21885257
10509.51318,0.99525,62.114,59.10932668
10509.48118,0.97239,62.66264,59.36980293
10509.47518,0.961,62.936,59.49915966
10509.44818,1.00098,61.97648,59.04385658
10509.41318,0.98504,62.35904,59.22580519
10509.37518,0.98373,62.39048,59.24073345
10509.33618,0.99291,62.17016,59.13604231
10509.29918,1.02107,61.49432,58.81373564
10509.25918,0.98874,62.27024,59.18362105
10509.22318,0.97139,62.68664,59.38117126
10509.19218,1.00933,61.77608,58.94832059
10509.15718,0.9776,62.5376,59.31053869
10509.12618,1.00757,61.81832,58.96847039
10509.09018,0.98994,62.24144,59.16993324
10509.05018,1.01825,61.562,58.84609163
10509.01218,0.99159,62.20184,59.15110734
10508.97618,1.02946,61.29296,58.7173654
10508.94018,0.97163,62.68088,59.37844306
10508.90618,0.97891,62.50616,59.295628
10508.86818,0.99889,62.02664,59.06774501
10508.82618,1.014,61.664,58.8948215
10508.73818,0.99187,62.19512,59.14791205
10508.73318,1.00243,61.94168,59.02727759
10508.69918,1.00918,61.77968,58.95003817
10508.66118,1.01992,61.52192,58.82693261
10508.62618,1.01784,61.57184,58.85079439
10508.62018,1.0016,61.9616,59.0367682
10508.59518,1.00032,61.99232,59.05140134
10508.55718,0.97866,62.51216,59.29847384
10508.51718,0.9939,62.1464,59.12474101
10508.47818,1.01342,61.67792,58.90146857
10508.44418,1.02743,61.34168,58.74069714
10508.41218,1.03935,61.0556,58.60356218
10508.37718,1.01033,61.75208,58.93686877
10508.34218,0.97557,62.58632,59.33363717
10508.30518,1.00098,61.97648,59.04385658
10508.26918,1.00157,61.96232,59.03711121
10508.23218,0.99987,62.00312,59.05654494
10508.18718,0.97496,62.60096,59.34057634
10508.15518,0.99768,62.05568,59.08157073
10508.12218,0.98849,62.27624,59.18647227
10508.09118,0.99008,62.23808,59.16833613
10508.05818,0.96706,62.79056,59.43037102
10508.01918,0.98472,62.36672,59.22945213
10507.98118,0.99801,62.04776,59.0778004
10507.91318,1.00176,61.95776,59.03493881
10507.87818,1.00449,61.89224,59.00371598
10507.84018,0.97627,62.56952,59.32567319
10507.83518,0.97834,62.51984,59.30211632
10507.80418,0.97754,62.53904,59.31122154
10507.76818,1.00287,61.93112,59.02224581
10507.73018,0.98638,62.32688,59.21053116
10507.69218,0.98255,62.4188,59.25417707
10507.65418,0.99941,62.01416,59.06180238
10507.61918,1.01612,61.61312,58.87051894
10507.58418,1.02061,61.50536,58.81901478
10507.55018,1.00921,61.77896,58.94969466
10507.51518,0.99679,62.07704,59.091738
10507.47618,1.01475,61.646,58.88622504
10507.43918,0.97743,62.54168,59.31247339
10507.40218,1.0237,61.4312,58.78354362
10507.36718,1.01227,61.70552,58.91464589
10507.33818,0.98149,62.44424,59.26625094
10507.30518,1.01585,61.6196,58.87361463
10507.27218,1.01439,61.65464,58.8903515
10507.23518,1.00015,61.9964,59.05334453
10507.20218,0.99708,62.07008,59.08842526
10507.16318,0.96005,62.9588,59.50993615
10507.11918,0.9805,62.468,59.27752525
10507.05818,1.01083,61.74008,58.93114202
10507.01918,0.97344,62.63744,59.35786384
10506.98618,0.99348,62.15648,59.12953577
10506.95718,0.98543,62.34968,59.22136017
10506.95218,1.00052,61.98752,59.04911515
10506.91918,0.9882,62.2832,59.18977952
10506.88018,0.99989,62.00264,59.05631634
10506.84218,1.00861,61.79336,58.95656452
10506.80418,0.98368,62.39168,59.24130316
10506.76818,1.01732,61.58432,58.85675832
10506.73018,1.01651,61.60376,58.86604709
10506.69718,0.99925,62.018,59.06363094
10506.66318,0.97373,62.63048,59.35456596
10506.63218,1.00548,61.86848,58.99238934
10506.59518,1.01944,61.53344,58.83244003
10506.55518,0.99278,62.17328,59.13752616
10506.52018,1.00402,61.90352,59.00909252
10506.48518,1.04265,60.9764,58.56554021
10506.44918,1.02236,61.46336,58.79892856
10506.41718,0.98291,62.41016,59.25007595
10506.38218,0.9997,62.0072,59.05848796
10506.34618,0.95362,63.11312,59.58282471
10506.30718,0.97926,62.49776,59.29164359
10506.27318,0.99608,62.09408,59.09984772
10506.20818,1.01375,61.67,58.89768671
10506.16418,1.01939,61.53464,58.83301369
10506.12818,1.01298,61.68848,58.90651068
10506.12518,0.99838,62.03888,59.07357277
10506.09318,1.01278,61.69328,58.9088024
10506.05918,1.00725,61.826,58.97213325
10506.02018,1.02122,61.49072,58.81201408
10505.98218,1.01735,61.5836,58.85641426
10505.94718,1.0325,61.22,58.68240793
10505.91518,1.01929,61.53704,58.834161
10505.88218,0.98275,62.414,59.2518987
10505.84918,1.02147,61.48472,58.8091447
10505.81618,1.03127,61.24952,58.69655441
10505.78018,1.00357,61.91432,59.01423981
10505.74518,0.993,62.168,59.13501501
10505.70518,1.02863,61.31288,58.7269061
10505.66418,1.00428,61.89728,59.00611833
10505.62418,1.00149,61.96424,59.03802588
10505.59118,1.01581,61.62056,58.87407324
10505.55718,1.00378,61.90928,59.0118378
10505.52218,0.98618,62.33168,59.21281111
10505.48918,0.99294,62.16944,59.13569988
10505.45318,0.95768,63.01568,59.53681214
10505.41018,0.99099,62.21624,59.15795382
10505.34718,1.00751,61.81976,58.96915719
10505.31218,1.00155,61.9628,59.03733988
10505.27618,0.98981,62.24456,59.17141624
10505.24118,0.98902,62.26352,59.18042751
10505.22018,0.96675,62.798,59.43389185
10505.21018,1.00323,61.92248,59.01812857
10505.17818,1.01951,61.53176,58.8316369
10505.14218,1.01963,61.52888,58.83026007
10505.10418,1.00866,61.79216,58.95599206
10505.06318,1.01538,61.63088,58.87900305
10505.03118,0.97807,62.52632,59.30518949
10504.99518,0.99715,62.0684,59.08762561
10504.96318,1.0106,61.7456,58.93377639
10504.92918,0.98833,62.28008,59.18829699
10504.89518,0.96568,62.82368,59.44604276
10504.86218,0.9974,62.0624,59.08476961
10504.82018,1.03591,61.13816,58.64317096
10504.78618,0.97695,62.5532,59.31793574
10504.74518,1.02167,61.47992,58.80684909
10504.71018,1.01404,61.66304,58.89436306
10504.67518,1.00857,61.79432,58.95702248
10504.63918,1.01795,61.5692,58.84953271
10504.60218,0.99383,62.14808,59.12554017
10504.56818,0.98769,62.29544,59.19559528
10504.52618,1.02173,61.47848,58.80616039
10504.47318,1.00831,61.80056,58.95999915
10504.43218,1.02145,61.4852,58.80937425
10504.40318,0.98678,62.31728,59.20597098
10504.39718,0.99537,62.11112,59.10795632
10504.36018,1.02161,61.48136,58.80753778
10504.32918,0.99421,62.13896,59.12120178
10504.29518,0.98361,62.39336,59.24210074
10504.25918,1.01805,61.5668,58.8483857
10504.21618,1.01717,61.58792,58.85847857
10504.17918,1.02382,61.42832,58.78216566
10504.14418,1.00168,61.95968,59.03585351
10504.11118,0.9909,62.2184,59.15898072
10504.07618,0.984,62.384,59.23765694
10504.04418,0.99696,62.07296,59.08979607
10504.01118,0.95481,63.08456,59.56934195
10503.97518,1.05744,60.62144,58.39482854
10503.93618,1.00888,61.78688,58.95347318
10503.89918,1.00792,61.80992,58.96446387
10503.86218,0.99089,62.21864,59.15909482
10503.82718,1.02906,61.30256,58.72196352
10503.79218,0.99614,62.09264,59.09916243
10503.75818,0.98479,62.36504,59.22865438
10503.72418,1.01731,61.58456,58.85687301
10503.67618,0.97487,62.60312,59.34160008
10503.62818,1.03176,61.23776,58.69091923
10503.58718,1.00224,61.94624,59.02945028
10503.54418,1.0067,61.8392,58.97842826
10503.51018,1.00278,61.93328,59.02327507
10503.51018,1.00452,61.89152,59.00337278
10503.47718,0.97996,62.48096,59.28367398
10503.44518,1.01338,61.67888,58.90192696
10503.41118,0.99171,62.19896,59.14973795
10503.37618,0.9918,62.1968,59.14871089
10503.33318,1.02391,61.42616,58.78113218
10503.29418,1.00713,61.82888,58.97350676
10503.25918,1.00332,61.92032,59.01709922
10503.22518,1.00367,61.91192,59.013096
10503.19218,0.98689,62.31464,59.20471687
10503.15718,1.01093,61.73768,58.92999661
10503.12518,1.01322,61.68272,58.90376049
10503.09318,0.95827,63.00152,59.53012263
10503.05818,0.98364,62.39264,59.24175892
10503.02218,1.01747,61.58072,58.85503802
10502.98618,1.01719,61.58744,58.85824921
10502.94818,0.95916,62.98016,59.52003024
10502.90718,0.98927,62.25752,59.17757599
10502.85818,1.02906,61.30256,58.72196352
10502.81418,1.00722,61.82672,58.97247663
10502.77718,0.99462,62.12912,59.11652053
10502.74218,0.99272,62.17472,59.138211
10502.73018,0.98987,62.24312,59.17073179
10502.70418,0.98317,62.40392,59.24711385
10502.66818,1.03554,61.14704,58.64742961
10502.62818,1.0219,61.4744,58.80420903
10502.59318,1.00592,61.85792,58.98735458
10502.56118,0.98859,62.27384,59.1853318
10502.52818,0.99102,62.21552,59.15761151
10502.49318,1.00024,61.99424,59.05231579
10502.45018,0.99024,62.23424,59.1665108
10502.41518,0.97364,62.63264,59.35558946
10502.38418,0.99328,62.16128,59.13181885
10502.34618,0.98791,62.29016,59.19308659
10502.31118,0.98209,62.42984,59.25941697
10502.27818,0.981,62.456,59.27183142
10502.24618,1.00956,61.77056,58.94568687
10502.21218,0.99165,62.2004,59.15042265
10502.17818,0.98985,62.2436,59.17095994
10502.14618,1.02669,61.35944,58.74919999
10502.11118,0.99471,62.12696,59.11549289
10502.07218,1.02768,61.33568,58.73782427
10502.03818,0.97438,62.61488,59.34717348
10501.97318,1.01468,61.64768,58.88702743
10501.93218,0.97269,62.65544,59.36639201
10501.89818,1.00277,61.93352,59.02338943
10501.86418,1.00286,61.93136,59.02236017
10501.86018,0.99317,62.16392,59.1330745
10501.82218,1.01141,61.72616,58.9244983
10501.78318,0.9922,62.1872,59.14414595
10501.74618,0.9899,62.2424,59.17038955
10501.71218,1.01035,61.7516,58.93663971
10501.68118,0.99601,62.09576,59.1006472
10501.64918,0.98459,62.36984,59.23093364
10501.61518,0.97491,62.60216,59.34114509
10501.58018,1.00297,61.92872,59.02110216
10501.54818,0.98137,62.44712,59.26761763
10501.50918,1.00628,61.84928,58.98323491
10501.46718,0.97255,62.6588,59.3679838
10501.43318,1.01087,61.73912,58.93068386
10501.39618,0.98395,62.3852,59.23822668
10501.36218,0.99381,62.14856,59.12576849
10501.32818,0.98037,62.47112,59.27900556
10501.29418,1,62,59.05505906
10501.26018,1.01763,61.57688,58.85320297
10501.22418,0.9848,62.3648,59.22854042
10501.18818,0.97832,62.52032,59.30234397
10501.14718,1.00977,61.76552,58.94328206
10501.08518,0.99739,62.06264,59.08488385
10501.04718,0.98494,62.36144,59.22694488
10501.01318,1.01017,61.75592,58.93870121
10500.99018,0.99259,62.17784,59.13969479
10500.98218,0.96991,62.72216,59.39799239
10500.94518,0.98815,62.2844,59.19034972
10500.91318,1.0122,61.7072,58.91544789
10500.87518,1.01517,61.63592,58.88141048
10500.83418,0.96877,62.74952,59.41094596
10500.80118,1.00239,61.94264,59.02773501
10500.76518,0.99035,62.2316,59.16525585
10500.73118,0.97853,62.51528,59.29995363
10500.69718,1.00572,61.86272,58.98964316
10500.66418,0.99388,62.14688,59.12496934
10500.63118,1.02014,61.51664,58.8244082
10500.59718,1.0203,61.5128,58.8225722
10500.56018,0.99756,62.05856,59.0829417
10500.51818,1.01094,61.73744,58.92988206
10500.47918,1.01619,61.61144,58.86971632
10500.44518,1.01414,61.66064,58.89321693
10500.40818,0.99625,62.09,59.09790605
10500.37218,1.0382,61.0832,58.61680646
10500.33518,1.0443,60.9368,58.54651996
10500.29018,0.98826,62.28176,59.18909528
10500.21018,0.9998,62.0048,59.05734501
10500.20518,1.00043,61.98968,59.05014395
10500.18818,1.00765,61.8164,58.96755464
10500.16718,1.01279,61.69304,58.90868781
10500.13218,1.01012,61.75712,58.93927383
10500.09718,1.01914,61.54064,58.83588191
10500.06318,0.99777,62.05352,59.08054248
10500.02818,1.02401,61.42376,58.77998384
10499.99218,0.99932,62.01632,59.06283095
10499.95418,1.00879,61.78904,58.95450364
10499.92118,0.95519,63.07544,59.56503589
10499.88018,0.99507,62.11832,59.11138215
10499.84718,0.9559,63.0584,59.55698951
10499.81218,0.98675,62.318,59.20631301
10499.77818,1.00844,61.79744,58.95851084
10499.74318,0.99092,62.21792,59.15875252
10499.70618,1.00692,61.83392,58.97591034
10499.67018,0.99697,62.07272,59.08968184
10499.62718,1.02215,61.4684,58.80133927
10499.59218,0.99647,62.08472,59.09539322
10499.56318,1.02017,61.51592,58.82406395
10499.52218,0.99162,62.20112,59.150765
10499.48718,0.98725,62.306,59.20061233
10499.45218,1.01364,61.67264,58.89894736
10499.40418,0.9964,62.0864,59.09619277
10499.35818,0.97936,62.49536,59.29050514
10499.31718,0.97137,62.68712,59.3813986
10499.28118,0.98613,62.33288,59.21338109
10499.28018,0.9947,62.1272,59.11560708
10499.24518,1.01349,61.67624,58.90066638
10499.21218,1.02016,61.51616,58.8241787
10499.17818,1.01501,61.63976,58.88324465
10499.14518,1.01397,61.66472,58.89516534
10499.11018,0.98476,62.36576,59.22899628
10499.06518,1.0142,61.6592,58.89252924
10499.02818,0.97138,62.68688,59.38128493
10498.99218,0.99297,62.16872,59.13535744
10498.96018,0.98205,62.4308,59.2598726
10498.92718,0.99434,62.13584,59.11971752
10498.89518,1.00926,61.77776,58.94912213
10498.86118,1.00302,61.92752,59.02053033
10498.82618,0.99069,62.22344,59.16137676
10498.78818,0.99897,62.02472,59.06683079
10498.74618,0.99942,62.01392,59.06168809
10498.70618,0.99925,62.018,59.06363094
10498.67118,0.99686,62.07536,59.09093839
10498.63518,1.02025,61.514,58.82314595
10498.59118,1.01246,61.70096,58.91246897
10498.55318,0.97535,62.5916,59.33613991
10498.50918,0.977,62.552,59.31736677
10498.46918,1.01447,61.65272,58.88943454
10498.43218,1.01407,61.66232,58.89401922
10498.39618,1.04047,61.02872,58.59066052
10498.39518,0.99923,62.01848,59.06385951
10498.36118,1.00055,61.9868,59.04877221
10498.32618,1.01078,61.74128,58.93171472
10498.29218,1.0165,61.604,58.86616176
10498.25118,0.99846,62.03696,59.07265865
10498.21118,1.00417,61.89992,59.00737666
10498.17618,1.03147,61.24472,58.6942544
10498.14218,0.99067,62.22392,59.16160495
10498.10818,1.01607,61.61432,58.87109223
10498.07518,0.98333,62.40008,59.24529095
10498.04318,0.99838,62.03888,59.07357277
10498.00918,0.98574,62.34224,59.21782671
10497.97718,1.00881,61.78856,58.95427465
10497.93918,0.99734,62.06384,59.08545506
10497.89918,0.97225,62.666,59.37139463
10497.86118,1.02469,61.40744,58.77217454
10497.82018,0.95704,63.03104,59.54406771
10497.78318,0.95851,62.99576,59.52740125
10497.74218,1.00486,61.88336,58.99948305
10497.68318,0.98423,62.37848,59.23503609
10497.65818,1.01654,61.60304,58.86570309
10497.62218,0.99722,62.06672,59.08682594
10497.57718,0.98743,62.30168,59.19855995
10497.57218,0.99351,62.15576,59.1291933
10497.53918,1.00243,61.94168,59.02727759
10497.50718,1.01212,61.70912,58.91636445
10497.47718,1.0051,61.8776,58.9967372
10497.44318,0.99038,62.23088,59.16491359
10497.40918,1.00831,61.80056,58.95999915
10497.37418,0.98923,62.25848,59.17803224
10497.33818,0.99868,62.03168,59.07014474
10497.29818,0.97091,62.69816,59.38662728
10497.25918,1.0043,61.8968,59.00588954
10497.22318,0.99732,62.06432,59.08568355
10497.18818,1.00527,61.87352,58.99479214
10497.15518,1.00469,61.88744,59.00142795
10497.12118,1.02709,61.34984,58.74460401
10497.08818,1.00758,61.81808,58.96835592
10497.05418,0.93359,63.59384,59.80930948
10497.01918,0.98439,62.37464,59.23321281
10496.97618,1.01823,61.56248,58.84632104
10496.93918,0.98857,62.27432,59.18555989
10496.90118,0.96929,62.73704,59.40503767
10496.84418,1.02808,61.32608,58.73322739
10496.80518,0.98637,62.32712,59.21064516
10496.76818,1.01146,61.72496,58.92392553
10496.73718,0.99554,62.10704,59.10601492
10496.73218,1.00691,61.83416,58.97602479
10496.69318,1.00359,61.91384,59.01401105
10496.65918,1.00462,61.88912,59.00222877
10496.62418,0.9981,62.0456,59.07677209
10496.58818,0.99873,62.03048,59.06957339
10496.55218,1.02023,61.51448,58.82337546
10496.51918,1.00427,61.89752,59.00623272
10496.48518,1.03361,61.19336,58.66963866
10496.44218,1.032,61.232,58.68815894
10496.41318,0.99675,62.078,59.09219492
10496.37518,1.00439,61.89464,59.00485997
10496.34018,0.98098,62.45648,59.27205918
10496.30618,0.97773,62.53448,59.30905917
10496.27218,0.9855,62.348,59.22056231
10496.23618,1.01445,61.6532,58.88966378
10496.20318,0.95064,63.18464,59.61657488
10496.16818,1.02541,61.39016,58.76390474
10496.12518,0.99884,62.02784,59.06831638
10496.07618,1.0155,61.628,58.87762733
10496.03618,0.97235,62.6636,59.37025771
10495.99218,0.99526,62.11376,59.10921248
10495.95918,0.99178,62.19728,59.14893913
10495.92418,1.0002,61.9952,59.05277301
10495.90318,0.97482,62.60432,59.34216882
10495.88918,1.00807,61.80632,58.96274671
10495.85118,1.01466,61.64816,58.88725669
10495.81118,1,62,59.05505906
10495.77318,1.00334,61.91984,59.01687047
10495.74018,1.00078,61.98128,59.04614297
10495.70718,1.02451,61.41176,58.77424181
10495.67418,1.01225,61.706,58.91487503
10495.63718,1.01153,61.72328,58.92312364
10495.60018,0.9947,62.1272,59.11560708
10495.55718,0.99335,62.1596,59.13101978
10495.52318,0.99634,62.08784,59.09687809
10495.48918,0.99937,62.01512,59.06225952
10495.45318,1.02052,61.50752,58.8200476
10495.41818,1.00952,61.77152,58.94614491
10495.38618,1.00443,61.89368,59.00440238
10495.35018,1,62,59.05505906
10495.31818,1.01065,61.7444,58.93320371
10495.28418,0.99322,62.16272,59.13250375
10495.24618,0.96919,62.73944,59.40617392
10495.20518,0.99864,62.03264,59.07060183
10495.15218,1.01864,61.55264,58.84161792
10495.11218,0.98521,62.35496,59.22386765
10495.07418,1.01495,61.6412,58.88393244
10495.03818,0.99113,62.21288,59.15635638
10495.02718,1.00859,61.79384,58.9567935
10495.00518,0.99063,62.22488,59.16206132
10494.97218,1.00392,61.90592,59.0102364
10494.92918,0.99718,62.06768,59.0872829
10494.89218,0.97555,62.5868,59.3338647
10494.85518,1.00048,61.98848,59.04957239
10494.82318,0.97374,62.63024,59.35445223
10494.78918,0.98676,62.31776,59.206199
10494.75718,1.01114,61.73264,58.92759116
10494.72218,1.00945,61.7732,58.94694649
10494.68218,0.9872,62.3072,59.20118242
10494.64918,0.98282,62.41232,59.25110126
10494.61218,0.97231,62.66456,59.37071248
10494.57618,0.9674,62.7824,59.42650924
10494.53818,1.01048,61.74848,58.9351508
10494.50518,1.01977,61.52552,58.82865373
10494.47218,0.98081,62.46056,59.27399514
10494.43818,1.00046,61.98896,59.04980102
10494.40018,0.99206,62.19056,59.14574372
10494.35818,1.00958,61.77008,58.94545784
10494.31718,0.99439,62.13464,59.11914664
10494.26918,0.99634,62.08784,59.09687809
10494.23018,0.97887,62.50712,59.29608334
10494.19718,0.966,62.816,59.4424091
10494.17818,0.98022,62.47472,59.28071356
10494.16118,0.99946,62.01296,59.06123094
10494.12218,1.00527,61.87352,58.99479214
10494.08618,1.01017,61.75592,58.93870121
10494.04718,0.99387,62.14712,59.12508351
10494.01218,1.02147,61.48472,58.8091447
10493.97918,1.02409,61.42184,58.77906515
10493.94518,1.01895,61.5452,58.83806166
10493.91418,0.98023,62.47448,59.28059969
10493.87718,0.98212,62.42912,59.25907525
10493.84418,0.99,62.24,59.16924877
10493.80318,1.01395,61.6652,58.89539456
10493.76318,1.01076,61.74176,58.9319438
10493.72818,1.00757,61.81832,58.96847039
10493.69418,0.98506,62.35856,59.22557724
10493.65918,1.00056,61.98656,59.0486579
10493.62418,1.01547,61.62872,58.87797126
10493.58718,1.00787,61.81112,58.96503625
10493.55018,1.04712,60.86912,58.51399833
10493.50918,1.00869,61.79144,58.95564858
10493.45518,0.979,62.504,59.29460346
10493.41618,0.98972,62.24672,59.17244291
10493.38818,1.02291,61.45016,58.79261433
10493.37518,1.00898,61.78448,58.9523282
10493.34018,0.99683,62.07608,59.09128108
10493.30618,0.98706,62.31056,59.20277865
10493.27118,0.99548,62.10848,59.10670013
10493.23418,0.98497,62.36072,59.22660298
10493.19718,1.00118,61.97168,59.0415701
10493.16318,0.984,62.384,59.23765694
10493.12618,0.9964,62.0864,59.09619277
10493.09018,0.98856,62.27456,59.18567394
10493.05718,0.99819,62.04344,59.07574375
10493.02518,0.98503,62.35928,59.22591916
10492.98618,0.98118,62.45168,59.26978151
10492.95218,1.01586,61.61936,58.87349998
10492.91318,1.00579,61.86104,58.98884217
10492.87618,0.95175,63.158,59.60400574
10492.84318,0.97911,62.50136,59.29335123
10492.80518,1.00172,61.95872,59.03539616
10492.76918,1.00845,61.7972,58.95839635
10492.73518,0.95661,63.04136,59.54894206
10492.69718,1.00349,61.91624,59.01515483
10492.65918,0.97443,62.61368,59.34660479
10492.60418,0.97072,62.70272,59.38878682
10492.56418,1.01531,61.63256,58.87980554
10492.53618,0.99344,62.15744,59.12999239
10492.49918,1.00125,61.97,59.04076981
10492.48118,0.95852,62.99552,59.52728786
10492.46318,0.97429,62.61704,59.34819711
10492.42918,1.00023,61.99448,59.05243009
10492.39418,0.97351,62.63576,59.35706782
10492.36218,0.99785,62.0516,59.07962847
10492.32918,0.98583,62.34008,59.21680083
10492.28418,0.99627,62.08952,59.09767762
10492.24718,0.9909,62.2184,59.15898072
10492.21018,1.0064,61.8464,58.98186162
10492.18018,0.99713,62.06888,59.08785408
10492.14518,1.01137,61.72712,58.92495651
10492.11318,0.98668,62.31968,59.20711106
10492.07818,0.99018,62.23568,59.1671953
10492.03818,1.01335,61.6796,58.90227075
10491.99718,0.9839,62.3864,59.23879641
10491.95918,0.9916,62.2016,59.15099323
10491.92218,1.00961,61.76936,58.9451143
10491.88518,0.98251,62.41976,59.25463273
10491.84818,0.98019,62.47544,59.28105515
10491.80918,1.01014,61.75664,58.93904478
10491.76518,1.01249,61.70024,58.91212524
10491.71518,0.99591,62.09816,59.10178931
10491.68818,1.0032,61.9232,59.01847168
10491.67018,1.00404,61.90304,59.00886374
10491.64718,0.97521,62.59496,59.33773251
10491.61218,0.98857,62.27432,59.18555989
10491.57818,1.0038,61.9088,59.01160903
10491.54318,0.98786,62.29136,59.19365675
10491.50518,0.99976,62.00576,59.05780219
10491.46818,0.98823,62.28248,59.1894374
10491.43418,1.00572,61.86272,58.98964316
10491.39218,1.00201,61.95176,59.03208026
10491.35718,0.98923,62.25848,59.17803224
10491.32418,1.01275,61.694,58.90914615
10491.29018,0.95461,63.08936,59.57160817
10491.25818,1.02146,61.48496,58.80925948
10491.22318,0.99986,62.00336,59.05665924
10491.18018,1.02344,61.43744,58.78652907
10491.15118,0.99698,62.07248,59.08956761
10491.11118,1.01483,61.64408,58.88530801
10491.07618,1,62,59.05505906
10491.04218,1.00373,61.91048,59.01240971
10491.00418,0.98983,62.24408,59.17118809
10490.96418,1.01908,61.54208,58.83657026
10490.91618,0.99351,62.15576,59.1291933
10490.86318,0.98004,62.47904,59.28276309
10490.84118,1.00783,61.81208,58.96549415
10490.79518,1.01211,61.70936,58.91647902
10490.76218,1.01507,61.63832,58.88255684
10490.76118,0.99038,62.23088,59.16491359
10490.72818,0.99504,62.11904,59.11172473
10490.69518,1.02148,61.48448,58.80902992
10490.66018,0.9874,62.3024,59.19890202
10490.62618,1.00323,61.92248,59.01812857
10490.58418,1.00397,61.90472,59.00966446
10490.54918,0.99241,62.18216,59.14174921
10490.50818,0.99573,62.10248,59.10384505
10490.47318,1.01199,61.71224,58.91785383
10490.44018,0.99188,62.19488,59.14779793
10490.40718,1.02266,61.45616,58.79548452
10490.37718,0.98086,62.45936,59.27342575
